[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-23 16:39:44] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-23 16:39:44] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-23 16:39:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-23 16:39:44] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582\
[2024-10-23 16:39:44] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/theproduct12/
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/6719272bdb21a-2R5Pkg.tmp
[2024-10-23 16:41:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/uploads/2021/02/shape1.png?simply_static_page=678
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/uploads/2021/02/shape1.png?simply_static_page=678
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:103] Filesize: 8078 bytes
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/02/shape1.png
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/6719272bdb21a-2R5Pkg.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/uploads/2021/02/shape1.png
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:41:15] [class-ss-page.php:119] Checking Content Identical:7366b6ea99d2b9b510c9dd7486d96330693b8222===. Value: FALSE
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/uploads/2021/02/web-developer-bg-min.jpg
[2024-10-23 16:41:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 649
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/6719272be1878-fN31zv.tmp
[2024-10-23 16:41:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/uploads/2021/02/web-developer-bg-min.jpg?simply_static_page=679
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/uploads/2021/02/web-developer-bg-min.jpg?simply_static_page=679
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:103] Filesize: 61945 bytes
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/02/web-developer-bg-min.jpg
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/6719272be1878-fN31zv.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/uploads/2021/02/web-developer-bg-min.jpg
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:41:15] [class-ss-page.php:119] Checking Content Identical:f56edc4d5af984ad8e303fbd5ce67f32ee227503===. Value: FALSE
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/uploads/2021/02/shape1-horiz.png
[2024-10-23 16:41:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 649
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/6719272bea437-tFpEnp.tmp
[2024-10-23 16:41:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/uploads/2021/02/shape1-horiz.png?simply_static_page=680
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/uploads/2021/02/shape1-horiz.png?simply_static_page=680
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:103] Filesize: 6829 bytes
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/02/shape1-horiz.png
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/6719272bea437-tFpEnp.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/uploads/2021/02/shape1-horiz.png
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:41:15] [class-ss-page.php:119] Checking Content Identical:ee1995b19895282bab705d2947432fea195a18d5===. Value: FALSE
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/uploads/2021/02/hero2-bg.jpg
[2024-10-23 16:41:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 649
[2024-10-23 16:41:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/6719272bf031a-79uA6Y.tmp
[2024-10-23 16:41:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/uploads/2021/02/hero2-bg.jpg?simply_static_page=681
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/uploads/2021/02/hero2-bg.jpg?simply_static_page=681
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:103] Filesize: 54144 bytes
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/02/hero2-bg.jpg
[2024-10-23 16:41:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/6719272bf031a-79uA6Y.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/uploads/2021/02/hero2-bg.jpg
[2024-10-23 16:41:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:41:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:41:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:41:16] [class-ss-page.php:119] Checking Content Identical:d0a577db195b8f1802f3490409f9de0af67ef8f5===. Value: FALSE
[2024-10-23 16:41:16] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 642 of 649 pages/files
[2024-10-23 16:41:16] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-23 16:41:16] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-23 16:41:16] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-23 16:41:16] [class-ss-fetch-urls-task.php:69] Total pages: 649; Pages remaining: 0
[2024-10-23 16:41:16] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 649 of 649 pages/files
[2024-10-23 16:41:16] [class-ss-archive-creation-job.php:175] We've found our next task: generate_404
[2024-10-23 16:41:16] [class-ss-archive-creation-job.php:136] Current task: generate_404
[2024-10-23 16:41:16] [class-ss-archive-creation-job.php:153] Performing task: generate_404
[2024-10-23 16:41:16] [class-ss-task.php:44] Status message: [generate_404] Generating 404 Page.
[2024-10-23 16:41:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/6719272c06a07-mkwQJ0.tmp
[2024-10-23 16:41:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/1729701677?simply_static_page=0
[2024-10-23 16:41:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/1729701677?simply_static_page=0
[2024-10-23 16:41:17] [class-ss-url-fetcher.php:103] Filesize: 106259 bytes
[2024-10-23 16:41:17] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-10-23 16:41:17] [class-ss-url-fetcher.php:233] New filename for static page: 404/index.html
[2024-10-23 16:41:17] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/6719272c06a07-mkwQJ0.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582\404/index.html
[2024-10-23 16:41:17] [class-ss-generate-404-task.php:119] Replacing URLs in the static file
[2024-10-23 16:41:18] [class-ss-generate-404-task.php:125] We're saving this URL; keeping the static file
[2024-10-23 16:41:18] [class-ss-page.php:119] Checking Content Identical:cdafcf5fdb64387a6c9a3ecaa28bab918dd54919===. Value: FALSE
[2024-10-23 16:41:18] [class-ss-task.php:44] Status message: [generate_404] 404 Page generated
[2024-10-23 16:41:18] [class-ss-archive-creation-job.php:175] We've found our next task: transfer_files_locally
[2024-10-23 16:41:18] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-23 16:41:18] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-23 16:41:18] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 616 files
[2024-10-23 16:41:18] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/
[2024-10-23 16:41:18] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animate.css
[2024-10-23 16:41:18] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animate.css
[2024-10-23 16:41:18] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animate.css
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:616. Processed Pages: 50
[2024-10-23 16:41:19] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 50 of 616 files
[2024-10-23 16:41:19] [trait-can-process-pages.php:110] Total pages: 616; Pages remaining: 566
[2024-10-23 16:41:19] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-23 16:41:19] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-23 16:41:19] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-23 16:41:19] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 616 files
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-23 16:41:19] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles
